ID,Market_and_Exchange_Names,Report_Date_as_YYYY_MM_DD,YYYY Report Week WW,CONTRACT_MARKET_NAME,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Commodity Name,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,NonComm_Postions_Spread_All,Comm_Positions_Long_All,Comm_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,NonComm_Positions_Long_Old,NonComm_Positions_Short_Old,NonComm_Positions_Spread_Old,Comm_Positions_Long_Old,Comm_Positions_Short_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,NonComm_Positions_Long_Other,NonComm_Positions_Short_Other,NonComm_Positions_Spread_Other,Comm_Positions_Long_Other,Comm_Positions_Short_Other,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_NonComm_Long_All,Change_in_NonComm_Short_All,Change_in_NonComm_Spead_All,Change_in_Comm_Long_All,Change_in_Comm_Short_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_NonComm_Long_All,Pct_of_OI_NonComm_Short_All,Pct_of_OI_NonComm_Spread_All,Pct_of_OI_Comm_Long_All,Pct_of_OI_Comm_Short_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_NonComm_Long_Old,Pct_of_OI_NonComm_Short_Old,Pct_of_OI_NonComm_Spread_Old,Pct_of_OI_Comm_Long_Old,Pct_of_OI_Comm_Short_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_NonComm_Long_Other,Pct_of_OI_NonComm_Short_Other,Pct_of_OI_NonComm_Spread_Other,Pct_of_OI_Comm_Long_Other,Pct_of_OI_Comm_Short_Other,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_NonComm_Long_All,Traders_NonComm_Short_All,Traders_NonComm_Spread_All,Traders_Comm_Long_All,Traders_Comm_Short_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_NonComm_Long_Old,Traders_NonComm_Short_Old,Traders_NonComm_Spead_Old,Traders_Comm_Long_Old,Traders_Comm_Short_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_NonComm_Long_Other,Traders_NonComm_Short_Other,Traders_NonComm_Spread_Other,Traders_Comm_Long_Other,Traders_Comm_Short_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units,COMMODITY_NAME,COMMODITY_SUBGROUP_NAME,COMMODITY_GROUP_NAME,FutOnly_or_Combined
180724067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",07/24/2018 12:00:00 AM,2018 Report Week 30,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,614433,94665,48340,155752,344588,396530,595005,600622,19428,13811,614433,94665,48340,155752,344588,396530,595005,600622,19428,13811,0,0,0,0,0,0,0,0,0,0,-16024,-4365,202,-11991,-73,-5633,-16429,-17422,405,1398,100,15.4,7.9,25.3,56.1,64.5,96.8,97.8,3.2,2.2,100,15.4,7.9,25.3,56.1,64.5,96.8,97.8,3.2,2.2,0,0,0,0,0,0,0,0,0,0,151,35,40,59,69,72,136,141,151,35,40,59,69,72,136,141,0,0,0,0,0,0,0,0,32.9,31.6,46.3,46.4,29.9,29.5,36.1,37.9,32.9,31.6,46.3,46.4,29.9,29.5,36.1,37.9,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
180717067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",07/17/2018 12:00:00 AM,2018 Report Week 29,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,630457,99030,48138,167743,344661,402163,611434,618044,19023,12413,630457,99030,48138,167743,344661,402163,611434,618044,19023,12413,0,0,0,0,0,0,0,0,0,0,5770,-7632,-4027,21926,-7845,-9683,6449,8216,-679,-2446,100,15.7,7.6,26.6,54.7,63.8,97,98,3,2,100,15.7,7.6,26.6,54.7,63.8,97,98,3,2,0,0,0,0,0,0,0,0,0,0,153,32,43,59,70,71,140,138,153,32,43,59,70,71,140,138,0,0,0,0,0,0,0,0,31.2,30.9,44.5,44.7,27.7,28.3,34.3,36.9,31.2,30.9,44.5,44.7,27.7,28.3,34.3,36.9,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
180710067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",07/10/2018 12:00:00 AM,2018 Report Week 28,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,624687,106662,52165,145817,352506,411846,604985,609828,19702,14859,624687,106662,52165,145817,352506,411846,604985,609828,19702,14859,0,0,0,0,0,0,0,0,0,0,-5000,3731,-3023,-4436,-5311,1230,-6016,-6229,1016,1229,100,17.1,8.4,23.3,56.4,65.9,96.8,97.6,3.2,2.4,100,17.1,8.4,23.3,56.4,65.9,96.8,97.6,3.2,2.4,0,0,0,0,0,0,0,0,0,0,152,42,33,62,69,70,139,138,152,42,33,62,69,70,139,138,0,0,0,0,0,0,0,0,31.6,32.9,45,46.8,29.5,29.9,36.6,39.5,31.6,32.9,45,46.8,29.5,29.9,36.6,39.5,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
180703067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",07/03/2018 12:00:00 AM,2018 Report Week 27,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,629687,102931,55188,150253,357817,410616,611001,616057,18686,13630,629687,102931,55188,150253,357817,410616,611001,616057,18686,13630,0,0,0,0,0,0,0,0,0,0,-3248,-6177,-1093,5130,-1583,-5351,-2630,-1314,-618,-1934,100,16.3,8.8,23.9,56.8,65.2,97,97.8,3,2.2,100,16.3,8.8,23.9,56.8,65.2,97,97.8,3,2.2,0,0,0,0,0,0,0,0,0,0,150,42,34,63,65,68,136,137,150,42,34,63,65,68,136,137,0,0,0,0,0,0,0,0,31.4,33.3,45.3,47.5,29.8,30.6,37.2,39.9,31.4,33.3,45.3,47.5,29.8,30.6,37.2,39.9,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
180626067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",06/26/2018 12:00:00 AM,2018 Report Week 26,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,632935,109108,56281,145123,359400,415967,613631,617371,19304,15564,632935,109108,56281,145123,359400,415967,613631,617371,19304,15564,0,0,0,0,0,0,0,0,0,0,-7286,-903,-4528,-12452,5625,8203,-7730,-8777,444,1491,100,17.2,8.9,22.9,56.8,65.7,97,97.5,3,2.5,100,17.2,8.9,22.9,56.8,65.7,97,97.5,3,2.5,0,0,0,0,0,0,0,0,0,0,141,43,34,61,61,63,130,132,141,43,34,61,61,63,130,132,0,0,0,0,0,0,0,0,30.8,33,45.2,46.8,28.8,30.9,36.8,39.5,30.8,33,45.2,46.8,28.8,30.9,36.8,39.5,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
180619067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",06/19/2018 12:00:00 AM,2018 Report Week 25,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,640221,110011,60809,157575,353775,407764,621361,626148,18860,14073,640221,110011,60809,157575,353775,407764,621361,626148,18860,14073,0,0,0,0,0,0,0,0,0,0,-21954,-26246,315,6473,934,-29349,-18839,-22561,-3115,607,100,17.2,9.5,24.6,55.3,63.7,97.1,97.8,2.9,2.2,100,17.2,9.5,24.6,55.3,63.7,97.1,97.8,2.9,2.2,0,0,0,0,0,0,0,0,0,0,151,44,35,61,65,66,138,136,151,44,35,61,65,66,138,136,0,0,0,0,0,0,0,0,28.9,32.8,42,47.8,25.8,29.9,33.5,38.9,28.9,32.8,42,47.8,25.8,29.9,33.5,38.9,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
180612067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",06/12/2018 12:00:00 AM,2018 Report Week 24,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,662175,136257,60494,151102,352841,437113,640200,648709,21975,13466,662175,136257,60494,151102,352841,437113,640200,648709,21975,13466,0,0,0,0,0,0,0,0,0,0,8537,-6840,8814,15116,-568,-16112,7708,7818,829,719,100,20.6,9.1,22.8,53.3,66,96.7,98,3.3,2,100,20.6,9.1,22.8,53.3,66,96.7,98,3.3,2,0,0,0,0,0,0,0,0,0,0,153,44,37,64,64,66,139,138,153,44,37,64,64,66,139,138,0,0,0,0,0,0,0,0,26.8,32.7,39,46.8,23.8,30.2,32.1,38.3,26.8,32.7,39,46.8,23.8,30.2,32.1,38.3,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
180605067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",06/05/2018 12:00:00 AM,2018 Report Week 23,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,653638,143097,51680,135986,353409,453225,632492,640891,21146,12747,653638,143097,51680,135986,353409,453225,632492,640891,21146,12747,0,0,0,0,0,0,0,0,0,0,11442,9220,-7274,2777,2466,18209,14463,13712,-3021,-2270,100,21.9,7.9,20.8,54.1,69.3,96.8,98,3.2,2,100,21.9,7.9,20.8,54.1,69.3,96.8,98,3.2,2,0,0,0,0,0,0,0,0,0,0,157,46,36,63,67,69,143,140,157,46,36,63,67,69,143,140,0,0,0,0,0,0,0,0,24.2,32.7,36.8,44.8,21.1,31,30.2,38.1,24.2,32.7,36.8,44.8,21.1,31,30.2,38.1,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
180529067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",05/29/2018 12:00:00 AM,2018 Report Week 22,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,642196,133877,58954,133209,350943,435016,618029,627179,24167,15017,642196,133877,58954,133209,350943,435016,618029,627179,24167,15017,0,0,0,0,0,0,0,0,0,0,7532,-9022,7334,-3129,13986,2093,1835,6298,5697,1234,100,20.8,9.2,20.7,54.6,67.7,96.2,97.7,3.8,2.3,100,20.8,9.2,20.7,54.6,67.7,96.2,97.7,3.8,2.3,0,0,0,0,0,0,0,0,0,0,149,41,37,60,64,65,135,134,149,41,37,60,64,65,135,134,0,0,0,0,0,0,0,0,24.1,32.2,36.5,45.3,20.9,30.3,28.8,38.5,24.1,32.2,36.5,45.3,20.9,30.3,28.8,38.5,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
180522067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",05/22/2018 12:00:00 AM,2018 Report Week 21,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,634664,142899,51620,136338,336957,432923,616194,620881,18470,13783,634664,142899,51620,136338,336957,432923,616194,620881,18470,13783,0,0,0,0,0,0,0,0,0,0,-33037,3688,-4495,-12882,-21735,-13746,-30929,-31123,-2108,-1914,100,22.5,8.1,21.5,53.1,68.2,97.1,97.8,2.9,2.2,100,22.5,8.1,21.5,53.1,68.2,97.1,97.8,2.9,2.2,0,0,0,0,0,0,0,0,0,0,154,41,38,61,67,66,140,135,154,41,38,61,67,66,140,135,0,0,0,0,0,0,0,0,26.6,31.9,39.4,43.9,22.6,29.6,30.3,38,26.6,31.9,39.4,43.9,22.6,29.6,30.3,38,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
180515067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",05/15/2018 12:00:00 AM,2018 Report Week 20,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,667701,139211,56115,149220,358692,446669,647123,652004,20578,15697,667701,139211,56115,149220,358692,446669,647123,652004,20578,15697,0,0,0,0,0,0,0,0,0,0,-1166,14745,-8980,-1781,-17515,8996,-4551,-1765,3385,599,100,20.8,8.4,22.3,53.7,66.9,96.9,97.6,3.1,2.4,100,20.8,8.4,22.3,53.7,66.9,96.9,97.6,3.1,2.4,0,0,0,0,0,0,0,0,0,0,152,39,38,63,67,62,138,133,152,39,38,63,67,62,138,133,0,0,0,0,0,0,0,0,26.8,30.6,39,43.5,22.5,28.3,29.7,37.1,26.8,30.6,39,43.5,22.5,28.3,29.7,37.1,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
180508067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",05/08/2018 12:00:00 AM,2018 Report Week 19,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,668867,124466,65095,151001,376207,437673,651674,653769,17193,15098,668867,124466,65095,151001,376207,437673,651674,653769,17193,15098,0,0,0,0,0,0,0,0,0,0,18992,11938,5303,3924,4416,9596,20278,18823,-1286,169,100,18.6,9.7,22.6,56.2,65.4,97.4,97.7,2.6,2.3,100,18.6,9.7,22.6,56.2,65.4,97.4,97.7,2.6,2.3,0,0,0,0,0,0,0,0,0,0,156,34,41,62,72,66,141,138,156,34,41,62,72,66,141,138,0,0,0,0,0,0,0,0,26.7,29.9,39.7,43.5,24,25,30.5,34.4,26.7,29.9,39.7,43.5,24,25,30.5,34.4,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
180501067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",05/01/2018 12:00:00 AM,2018 Report Week 18,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,649875,112528,59792,147077,371791,428077,631396,634946,18479,14929,649875,112528,59792,147077,371791,428077,631396,634946,18479,14929,0,0,0,0,0,0,0,0,0,0,23615,9157,3020,1451,11874,19321,22482,23792,1133,-177,100,17.3,9.2,22.6,57.2,65.9,97.2,97.7,2.8,2.3,100,17.3,9.2,22.6,57.2,65.9,97.2,97.7,2.8,2.3,0,0,0,0,0,0,0,0,0,0,155,30,46,62,69,62,139,134,155,30,46,62,69,62,139,134,0,0,0,0,0,0,0,0,27.5,30,39.9,43,24.6,25.5,30.8,34.7,27.5,30,39.9,43,24.6,25.5,30.8,34.7,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
180424067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",04/24/2018 12:00:00 AM,2018 Report Week 17,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,626260,103371,56772,145626,359917,408756,608914,611154,17346,15106,626260,103371,56772,145626,359917,408756,608914,611154,17346,15106,0,0,0,0,0,0,0,0,0,0,3072,9357,3647,-2873,-5071,3197,1413,3971,1659,-899,100,16.5,9.1,23.3,57.5,65.3,97.2,97.6,2.8,2.4,100,16.5,9.1,23.3,57.5,65.3,97.2,97.6,2.8,2.4,0,0,0,0,0,0,0,0,0,0,151,26,48,58,65,62,131,133,151,26,48,58,65,62,131,133,0,0,0,0,0,0,0,0,29.1,30,42.2,43.5,26.9,26.5,33.8,35.8,29.1,30,42.2,43.5,26.9,26.5,33.8,35.8,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
180417067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",04/17/2018 12:00:00 AM,2018 Report Week 16,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,623188,94014,53125,148499,364988,405559,607501,607183,15687,16005,623188,94014,53125,148499,364988,405559,607501,607183,15687,16005,0,0,0,0,0,0,0,0,0,0,38087,-3589,-9364,21742,21602,22069,39755,34447,-1668,3640,100,15.1,8.5,23.8,58.6,65.1,97.5,97.4,2.5,2.6,100,15.1,8.5,23.8,58.6,65.1,97.5,97.4,2.5,2.6,0,0,0,0,0,0,0,0,0,0,154,32,45,64,67,66,138,140,154,32,45,64,67,66,138,140,0,0,0,0,0,0,0,0,30.6,30.5,44,42.9,28.5,25.4,36,33.6,30.6,30.5,44,42.9,28.5,25.4,36,33.6,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
180410067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",04/10/2018 12:00:00 AM,2018 Report Week 15,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,585101,97603,62489,126757,343386,383490,567746,572736,17355,12365,585101,97603,62489,126757,343386,383490,567746,572736,17355,12365,0,0,0,0,0,0,0,0,0,0,11093,278,93,-341,12241,14080,12178,13832,-1085,-2739,100,16.7,10.7,21.7,58.7,65.5,97,97.9,3,2.1,100,16.7,10.7,21.7,58.7,65.5,97,97.9,3,2.1,0,0,0,0,0,0,0,0,0,0,153,34,43,60,64,65,131,138,153,34,43,60,64,65,131,138,0,0,0,0,0,0,0,0,28.3,28.2,42.4,41.3,27.1,23.9,35.7,33,28.3,28.2,42.4,41.3,27.1,23.9,35.7,33,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
180403067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",04/03/2018 12:00:00 AM,2018 Report Week 14,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,574008,97325,62396,127098,331145,369410,555568,558904,18440,15104,574008,97325,62396,127098,331145,369410,555568,558904,18440,15104,0,0,0,0,0,0,0,0,0,0,20865,-12627,6814,11208,19665,254,18246,18276,2619,2589,100,17,10.9,22.1,57.7,64.4,96.8,97.4,3.2,2.6,100,17,10.9,22.1,57.7,64.4,96.8,97.4,3.2,2.6,0,0,0,0,0,0,0,0,0,0,149,30,45,60,62,62,128,135,149,30,45,60,62,62,128,135,0,0,0,0,0,0,0,0,27.4,27.9,42.2,40.5,25.6,24.7,34.7,33.3,27.4,27.9,42.2,40.5,25.6,24.7,34.7,33.3,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
180327067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",03/27/2018 12:00:00 AM,2018 Report Week 13,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,553143,109952,55582,115890,311480,369156,537322,540628,15821,12515,553143,109952,55582,115890,311480,369156,537322,540628,15821,12515,0,0,0,0,0,0,0,0,0,0,39692,-14046,16595,12374,43112,10314,41440,39283,-1748,409,100,19.9,10,21,56.3,66.7,97.1,97.7,2.9,2.3,100,19.9,10,21,56.3,66.7,97.1,97.7,2.9,2.3,0,0,0,0,0,0,0,0,0,0,155,33,43,61,65,64,134,137,155,33,43,61,65,64,134,137,0,0,0,0,0,0,0,0,25.1,28.1,39.4,41.4,22.5,25.5,32.2,34.3,25.1,28.1,39.4,41.4,22.5,25.5,32.2,34.3,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
180320067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",03/20/2018 12:00:00 AM,2018 Report Week 12,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,513451,123998,38987,103516,268368,358842,495882,501345,17569,12106,513451,123998,38987,103516,268368,358842,495882,501345,17569,12106,0,0,0,0,0,0,0,0,0,0,-34859,-8695,-3535,-20176,-7751,-11204,-36622,-34915,1763,56,100,24.1,7.6,20.2,52.3,69.9,96.6,97.6,3.4,2.4,100,24.1,7.6,20.2,52.3,69.9,96.6,97.6,3.4,2.4,0,0,0,0,0,0,0,0,0,0,145,37,32,59,62,62,128,129,145,37,32,59,62,62,128,129,0,0,0,0,0,0,0,0,24.3,28.4,36.7,41.2,20.8,26.6,30.4,36.5,24.3,28.4,36.7,41.2,20.8,26.6,30.4,36.5,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
180313067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",03/13/2018 12:00:00 AM,2018 Report Week 11,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,548310,132693,42522,123692,276119,370046,532504,536260,15806,12050,548310,132693,42522,123692,276119,370046,532504,536260,15806,12050,0,0,0,0,0,0,0,0,0,0,-7081,1761,380,-1892,-6016,-5563,-6147,-7075,-934,-6,100,24.2,7.8,22.6,50.4,67.5,97.1,97.8,2.9,2.2,100,24.2,7.8,22.6,50.4,67.5,97.1,97.8,2.9,2.2,0,0,0,0,0,0,0,0,0,0,150,36,38,68,65,65,140,137,150,36,38,68,65,65,140,137,0,0,0,0,0,0,0,0,21.8,27.9,33.8,40.3,17.6,26.2,25.4,34.1,21.8,27.9,33.8,40.3,17.6,26.2,25.4,34.1,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
180306067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",03/06/2018 12:00:00 AM,2018 Report Week 10,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,555391,130932,42142,125584,282135,375609,538651,543335,16740,12056,555391,130932,42142,125584,282135,375609,538651,543335,16740,12056,0,0,0,0,0,0,0,0,0,0,12476,1801,-4014,-7432,15485,22822,9854,11376,2622,1100,100,23.6,7.6,22.6,50.8,67.6,97,97.8,3,2.2,100,23.6,7.6,22.6,50.8,67.6,97,97.8,3,2.2,0,0,0,0,0,0,0,0,0,0,150,38,35,67,65,63,139,135,150,38,35,67,65,63,139,135,0,0,0,0,0,0,0,0,21.5,28.4,33.8,40.5,17,26.2,25.5,33.8,21.5,28.4,33.8,40.5,17,26.2,25.5,33.8,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
180227067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",02/27/2018 12:00:00 AM,2018 Report Week 09,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,542915,129131,46156,133016,266650,352787,528797,531959,14118,10956,542915,129131,46156,133016,266650,352787,528797,531959,14118,10956,0,0,0,0,0,0,0,0,0,0,5709,1854,3117,1520,4510,-80,7884,4557,-2175,1152,100,23.8,8.5,24.5,49.1,65,97.4,98,2.6,2,100,23.8,8.5,24.5,49.1,65,97.4,98,2.6,2,0,0,0,0,0,0,0,0,0,0,150,41,35,62,63,63,136,132,150,41,35,62,63,63,136,132,0,0,0,0,0,0,0,0,23.9,29,36.6,41.1,19.5,25.8,28.3,33.6,23.9,29,36.6,41.1,19.5,25.8,28.3,33.6,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
